Name,Address,Number of Reviews,Hashtag,Phone,Pricing,Cuisine Type,Open Hours
Franco Manca Soho,"51 Berwick Street, London W1F 8SJ England",371,"#1,505",+44 20 7734 9330,$,"[' Italian', ' Pizza', ' Mediterranean']",12:00 PM - 9:00 PM
Little Sardegna,"170 Blackstock Road, London N5 1HA England",206,"#1,504",+44 20 7354 4500,$$ - $$$,"[' Italian', ' Mediterranean', ' Sardinian']",12:00 PM - 11:00 PM
La Roche,"39-40 St Martin's Ln, London WC2N 4ER England",522,"#5,817",+44 20 7240 8076,$$ - $$$,"[' European', ' Vegetarian Friendly', ' Vegan Options']",8:00 AM - 11:00 PM
Dehesa,"25 Ganton Street, London W1F 9BP England",789,"#1,534",+44 20 7494 4170,$$ - $$$,"[' Mediterranean', ' European', ' Spanish']",12:00 PM - 9:30 PM
Bocconi,"5 Goldhawk Road Shepherd's Bush, London W12 8QQ England",173,"#1,508",+44 20 3417 0590,$$ - $$$,"[' Italian', ' Mediterranean', ' European']",11:00 AM - 10:00 PM
Wahaca White City,"Unit 1074 Westfield London Shopping Centre Ariel Way Shepherd's Bush, London W12 7GB England",792,"#1,507",+44 20 3951 9749,$$ - $$$,"[' Mexican', ' Vegetarian Friendly', ' Vegan Options']",12:00 PM - 10:00 PM
Fatt Pundit,"77 Berwick Street Soho, London W1F 8TH England",250,"#1,509",+44 20 7287 7900,$$ - $$$,"[' Chinese', ' Indian', ' Asian']",5:00 PM - 10:30 PM
Coin Laundry,"70 Exmouth Market, London EC1R 4QP England",236,#42,+44 20 7833 9000,$$ - $$$,"[' Bar', ' British', ' Vegetarian Friendly']",12:00 PM - 7:00 PM
Slug & Lettuce - Tower Bridge,Sun,80,"#1,415","St Katherines Dock, London E1W 1AA England",$$ - $$$,"[' Bar', ' Pub', ' Vegetarian Friendly']",12:00 PM - 10:00 PM
Aline Lebanese Kitchen,"14 Maddox Street Ground Floor, London W1S 1PQ England",158,"#1,479",+44 20 7096 2119,$$ - $$$,"[' Lebanese', ' Middle Eastern', ' Vegetarian Friendly']",12:00 PM - 10:30 PM
Roti King,"40 Doric Way, London NW1 1LH England",807,"#1,511",+44 20 7387 2518,$,"[' Asian', ' Singaporean', ' Malaysian']",12:00 PM - 3:00 PM
Forty Dean Street,"40 Dean Street, London W1D 4PX England",688,"#1,486",+44 20 7734 1853,$$ - $$$,"[' Italian', ' Vegetarian Friendly', ' Vegan Options']",12:00 PM - 10:30 PM
Hankies Marble Arch,"61 Upper Berkeley Street, London W1H 7PP England",270,"#1,515",+44 20 7958 3222,$$ - $$$,"[' Indian', ' International', ' Asian']",12:00 PM - 2:45 PM
Wahaca Canary Wharf,"Unit 5 Park Pavilion 40 Canada Square Canary Wharf, London E14 5FW England",622,"#1,513",+44 20 3951 9890,$$ - $$$,"[' Mexican', ' Vegetarian Friendly', ' Vegan Options']",12:00 PM - 10:00 PM
Podium Restaurant & Bar,"22 Park Lane London Hilton on Park Lane, London W1K 1BE England","1,151","#1,514",+44 20 7208 4022,$$ - $$$,"[' European', ' British', ' Vegetarian Friendly']",7:00 AM - 11:00 AM
Rasa Sayang,"5 Macclesfield Street, London W1D 6AY England",996,"#1,516",+44 20 7734 1382,$$ - $$$,"[' Asian', ' Singaporean', ' Malaysian']",11:30 AM - 9:00 PM
Mali Vegan Thai Restaurant,"5a Hogarth Pl Earls Court, London SW5 0QT England",88,"#1,479",+44 20 3819 3507,$$ - $$$,"[' Asian', ' Thai', ' Healthy']",Open Hours Not Found
Mosaic,"60 Upper Thames Street The Westin London City, London EC4V 3AD England",56,#463,+44 20-3988 014,$$ - $$$,"[' International', ' Pub', ' Healthy']",6:30 AM - 10:00 PM
The King Of Falafel,"17 Hunter Street, London WC1N 1BN England",242,"#1,518",+44 20 8964 2279,$,"[' Moroccan', ' Vegetarian Friendly', ' Vegan Options']",10:00 AM - 7:00 PM
Le Restaurant de Paul,"29 Bedford Street Covent Garden, London WC2E 9ED England",612,"#1,521",+44 20 3978 5507,$$ - $$$,"[' French', ' Cafe', ' European']",7:00 AM - 9:00 PM
Balls Brothers Minster Court,"2 Minster Court Mincing Lane, London EC3R 7PD England",237,"#1,522",+44 20 7283 2838,$$ - $$$,"[' Bar', ' British', ' Vegetarian Friendly']",12:00 PM - 10:00 PM
TĪNG Restaurant & Lounge,"31 St. Thomas Street Shangri-la Hotel, At The Shard, London SE1 9QU England","3,450","#1,513",+44 20 7234 8108,$$$$,"[' British', ' Contemporary', ' Fusion']",7:00 AM - 10:30 AM
Verderame Ristorante Italiano,"84 Westbourne Grove, London W2 5RT England",49,"#1,522",+44 20 3441 6972,$$ - $$$,"[' Italian', ' Mediterranean', ' European']",12:00 PM - 9:30 PM
Hot Stone,"9 Chapel Market Angel Islington, London N1 9EZ England",938,#744,+44 20 3302 8226,$$ - $$$,"[' Japanese', ' Sushi', ' Asian']",12:00 PM - 2:00 PM
Saathi,"142 Chase Side, Enfield EN2 0QX England",440,#4,+44 20 8367 2733,$$ - $$$,"[' Indian', ' Asian', ' Balti']",12:30 PM - 2:30 PM
Istanbul Restaurant Finchley,"880-882 High Road North Finchley, London N12 9RH England",321,"#1,528",+44 20 8445 2230,$$ - $$$,"[' Turkish', ' Vegetarian Friendly', ' Vegan Options']",11:00 AM - 10:30 PM
Amici London,London W1F 8ZB England,0,Italian,London W1F 8ZB England,Italian,[' Mediterranean'],5:00 PM - 12:00 AM
The Polo Bar at The Westbury Mayfair Hotel,"37 Conduit Street Mayfair, London W1S 2YF England",343,"#1,530",+44 20 8382 5006,$$ - $$$,"[' Italian', ' Bar', ' European']",7:00 AM - 11:00 PM
wagamama covent garden,"14 Irving Street, London WC2H 7AF England",530,"#1,533",+44 20 3876 3727,$$ - $$$,"[' Japanese', ' Asian', ' Fusion']",11:00 AM - 10:00 PM
Cafe Koha Bar,"10-11 St. Martin's Court, London WC2N 4AJ England",365,"#1,534",+44 20 7497 0282,$$ - $$$,"[' European', ' Grill', ' Vegetarian Friendly']",11:00 AM - 12:00 AM
Hoppers Soho,"49 Frith Street, London W1D 4SG England",886,"#1,533",+ Add phone number,$$ - $$$,"[' Indian', ' Asian', ' Sri Lankan']",12:00 PM - 9:00 PM
The Boot and Flogger,"The Railway Arch 10-20 Redcross Way Southwark, London SE1 1TA England",360,"#1,518",+44 20 7407 1184,$$ - $$$,"[' Bar', ' British', ' Wine Bar']",12:00 PM - 6:00 PM
Hawthorn,"Hawthorn, Kew, Richmond-upon-Thames TW9 3PZ England",50,#5,+44 20 8940 6777,$$$$,"[' European', ' British', ' Contemporary']",12:00 PM - 3:00 PM
Forty Four Sheen Lane,"44 Sheen Lane, Richmond, Richmond-upon-Thames SW14 8LP England",99,#3,+44 20 8878 7600,$$ - $$$,"[' European', ' Asian', ' Vegetarian Friendly']",12:00 PM - 10:30 PM
Mangio,"30-32 Knightrider Street St Paul's, London EC4V 5JT England",196,"#1,537",+44 20 7489 7044,$,"[' Italian', ' Mediterranean', ' European']",11:00 AM - 5:00 PM
Streatham Kitchen,"20 Mitcham Lane, Mitcham SW16 6NN England",94,#2,+44 20 3556 7916,$$ - $$$,"[' Contemporary', ' Vegetarian Friendly', ' Vegan Options']",12:30 PM - 8:30 PM
Avanti Chiswick,"4 Bedford Corner South Parade, London W4 1LD England",137,"#2,164",+44 20 8994 9444,$$ - $$$,"[' Italian', ' Mediterranean', ' European']",12:00 PM - 10:00 PM
Muhib Indian Cuisine,"73 Brick Lane, London E1 6QL England","1,154","#1,495",+44 20 7247 7122,$$ - $$$,"[' Indian', ' Vegetarian Friendly', ' Vegan Options']",12:00 PM - 11:00 PM
Chick 'n' Sours,"1 Earlham Street, London WC2H 9LL England",308,"#1,539",+44 20 3198 4814,$$ - $$$,"[' American', ' Korean', ' Diner']",12:00 PM - 8:00 PM
Franco Manca Balham,"53 Bedford Hill, London SW12 9EZ England",384,"#1,543",+44 20 8772 0489,$,"[' Italian', ' Pizza', ' Vegetarian Friendly']",12:00 PM - 10:00 PM
La Gioconda Italian Restaurant & Pizzeria,"59 High Street, London N8 7QB England",248,"#1,542",+44 20 8347 5777,$$ - $$$,"[' Italian', ' Pizza', ' Mediterranean']",12:00 PM - 11:30 PM
Micky's Fish & Chips,"29 Norfolk Place, London W2 1QH England",547,"#1,540",+44 20 7723 2384,$,"[' Seafood', ' Fast Food', ' British']",11:00 AM - 11:00 PM
Kings Chinese Takeaway,"119 Junction Road, London N19 5PX England",35,"#14,378",+44 20 7272 1138,$,"[' Chinese', ' Asian', ' Street Food']",5:00 PM - 11:30 PM
Cafe Plaka,"315 Gray's Inn Road Kings Cross, London WC1X 8PX England",152,"#1,544",+44 20 7833 5823,$,"[' Cafe', ' British', ' Vegetarian Friendly']",7:00 AM - 12:00 AM
Cecconi's Mayfair,"5A Burlington Gardens Mayfair, London W1S 3EP England","1,484","#1,543",+44 20 7434 1500,$$$$,"[' Italian', ' European', ' Vegetarian Friendly']",7:00 AM - 12:00 AM
Blue Check,"12-13 Empire Way Empire Parade, Wembley HA9 0RJ England",171,#7,+44 20 8902 8147,$$ - $$$,"[' Bar', ' British', ' Pub']",9:30 AM - 1:00 AM
Ecco Pizza,"186 Drury Lane, London WC2B 5QD England",157,"#1,873",+44 20 7404 3555,$,"[' Italian', ' Pizza', ' Fast Food']",2:00 AM - 11:30 PM
Ye Olde Watling,"29 Watling Street, London EC4M 9BR England",245,"#1,549",+44 20 7248 8935,$$ - $$$,"[' Bar', ' British', ' Pub']",12:00 PM - 5:00 PM
Bob Bob Ricard Soho,"1 Upper James Street Soho, London W1F 9DF England","2,485","#1,556",+44 20 3145 1000,$$$$,"[' British', ' Vegetarian Friendly', ' Vegan Options']",12:00 PM - 3:00 PM
"The Wood House, Dulwich","39 Sydenham Hill, London SE26 6RS England",760,"#1,475",+44 20 8693 5666,$$ - $$$,"[' Bar', ' British', ' Pub']",12:00 PM - 10:30 PM
Ozone Coffee Roasters,"11 Leonard Street, London EC2A 4AQ England",590,"#1,550",+44 20 7490 1039,$$ - $$$,"[' European', ' Vegetarian Friendly', ' Vegan Options']",7:30 AM - 4:00 PM
Andromeda Restaurant,"87-88 Plender Street Camden Town, London NW1 0JN England",357,#23,+44 20 7388 4121,$$ - $$$,"[' Mediterranean', ' Greek', ' Vegetarian Friendly']",12:00 PM - 11:00 PM
The Botanist Broadgate Circle,"35 Broadgate Circle Broadgate Unit 5,Broadgate Circle, London EC2M 2QS England",600,"#1,551",+44 20 3058 9888,$$ - $$$,"[' Bar', ' European', ' British']",11:00 AM - 10:00 PM
Hansom Cab,"84-86 Earls Court Road South of High Street Kensington and North of Earl's Court tube, London W8 6EG England",334,"#1,551",+44 20 7937 8880,$$ - $$$,"[' Bar', ' British', ' Pub']",12:00 PM - 11:00 PM
Pearl Beckenham Restaurant and Cocktail Bar,"2 Southend Road, Beckenham BR3 1SD England",559,#10,+44 20 8663 0994,$$ - $$$,"[' Seafood', ' Mediterranean', ' European']",12:00 PM - 11:00 PM
The Parakeet,"256 Kentish Town Road, London NW5 2AA England",61,"#1,555",+44 20 4599 6302,$$ - $$$,"[' Bar', ' British', ' Pub']",12:00 PM - 11:00 PM
Alfie's Bar Locale,"125-127 Bethnal Green Road, London E2 7DG England",12,#209,+44 7526 023109,$$ - $$$,"[' Italian', ' Mediterranean', ' Fusion']",12:00 PM - 8:00 PM
Bill’s Covent Garden,"21 Wellington Street, London WC2E 7DN England",744,"#1,554",+44 20 7836 8368,$$ - $$$,"[' British', ' Vegetarian Friendly', ' Vegan Options']",8:00 AM - 11:00 PM
The Ship,"11 Talbot Court, London EC3V 0BP England",186,"#1,557",+44 20 7929 3903,$$ - $$$,"[' Bar', ' British', ' Pub']",11:00 AM - 11:00 PM
Cinnamon Club,"30-32 Great Smith Street Old Westminster Library,, London SW1P 3BU England","3,549","#1,548",+44 20 7222 2555,$$$$,"[' Indian', ' Asian', ' Vegetarian Friendly']",12:00 PM - 3:00 PM
Slug & Lettuce St Pauls,"Corner of Wood Street And Love Lane, London EC2V 7JQ England",206,"#1,527",+44 20 7600 3500,$$ - $$$,"[' Bar', ' British', ' Healthy']",12:00 PM - 11:00 PM
Iberica Farringdon,"89 Turnmill Street, London EC1M 5QU England",554,"#1,581",+44 20 3026 5118,$$ - $$$,"[' European', ' Spanish', ' Vegetarian Friendly']",12:00 PM - 3:30 PM
Cord by Le Cordon Bleu,"85 Fleet Street, London EC4Y 1AE England",25,"#6,968", See all hours,$$$$,"[' International', ' European']",12:00 PM - 3:00 PM
The MAINE Mayfair,"6 Medici Courtyard At 20 Hanover Square, London W1S 1JY England",154,"#4,458",+44 20 3432 2192,$$ - $$$,"[' American', ' Steakhouse', ' Seafood']",3:00 PM - 1:00 AM
Efes Restaurant,"1 Whitechapel Road Near Aldgate East Tube Station, London E1 6TY England",646,"#1,578",+44 20 7377 9255,$$ - $$$,"[' Mediterranean', ' Turkish', ' Middle Eastern']",10:00 AM - 2:00 AM
The Ivy City Garden,"69 Old Broad Street Dashwood House, London EC2M 1QS England","1,071","#1,559",+44 20 3146 7744,$$ - $$$,"[' European', ' British', ' Vegetarian Friendly']",8:00 AM - 10:30 PM
Sumo fresh,"141 High Street Wanstead Wanstead, E11 2RL England",282,#2,+44 20 8530 7500,$$ - $$$,"[' Japanese', ' Seafood', ' Sushi']",11:00 AM - 11:00 PM
Colonel Saab,"193-197 High Holborn Holborn Town Hall, London WC1V 7BD England",221,"#1,564",+44 20 8016 6800,$$$$,"[' Indian', ' International', ' Asian']",6:00 PM - 10:00 PM
The Pine,"Winchester House 259-269 Old Marylebone Road, London NW1 5RA England",15,"#6,607",+44 20 3556 9960,$$ - $$$,"[' Lebanese', ' Mediterranean', ' Grill']",11:00 AM - 12:00 AM
L'oro di Napoli,"217 Uxbridge Road Hanwell, London W7 3TH England",145,"#1,565",+44 20 8567 9005,$$ - $$$,"[' Italian', ' Pizza', ' Mediterranean']",12:00 PM - 11:00 PM
Camino Monument,"15 Mincing Lane, London EC3R 7BD England",289,"#1,566",+44 20 7841 7335,$$ - $$$,"[' European', ' Spanish', ' Vegetarian Friendly']",3:00 PM - 10:00 PM
Hide,"85 Piccadilly, London W1J 7NB England",847,"#1,560",+44 20 3146 8666,$$$$,"[' British', ' Vegetarian Friendly', ' Vegan Options']",7:00 AM - 10:30 PM
Ceviche Soho,"17 Frith Street Soho, London W1D 4RG England","1,662","#1,561",+44 20 7550 9364,$$ - $$$,"[' Peruvian', ' Latin', ' International']",12:00 PM - 9:00 PM
Prezzo Italian Restaurant London Northumberland Avenue,"Unit D, Grand Buildings Grand Buildings, London WC2N 5BW England","1,470","#1,553",+44 20 3910 9777,$$ - $$$,"[' Italian', ' Pizza', ' Vegetarian Friendly']",11:30 AM - 10:30 PM
Avanti Chiswick,"4 Bedford Corner South Parade, London W4 1LD England",137,"#2,164",+44 20 8994 9444,$$ - $$$,"[' Italian', ' Mediterranean', ' European']",12:00 PM - 10:00 PM
Sambuca Trafalgar Square,"3 Northumberland Avenue, London WC2N 5BW England",106,"#1,567",+44 20 3411 6858,$$ - $$$,"[' Italian', ' Steakhouse', ' Bar']",12:00 PM - 10:00 PM
The Anchor and Hope,"36 The Cut, London SE1 8LP England",798,"#1,566",+44 20 7928 9898,$$ - $$$,"[' Bar', ' British', ' Pub']",12:00 PM - 5:00 PM
Rossopomodoro Chelsea,"214 Fulham Road, London SW10 9NB England",489,"#1,571",+44 20 7352 7677,$$ - $$$,"[' Italian', ' Pizza', ' Mediterranean']",12:00 PM - 10:00 PM
Hakata Ramen + Bar,"177 Bermondsey Street, London SE1 3UW England",68,"#4,329",+44 20 7234 0244,$$ - $$$,"[' Japanese', ' Asian', ' Vegan Options']",12:00 PM - 10:00 PM
The Swan,"46 Hammersmith Broadway Hammersmith, London W6 0DZ England",750,"#1,568",+44 20 8748 1043,$$ - $$$,"[' Bar', ' British', ' Pub']",10:00 AM - 10:30 PM
Steak on the Green,"31 Haven Green Ealing, London W5 2NX England",294,"#1,574",+44 20 8991 1350,$$ - $$$,"[' Steakhouse', ' British', ' Grill']",12:00 PM - 10:30 PM
Flat Iron,"44 James Street Marylebone, London W1U 1EY England",117,"#1,573",+ Add phone number,$$ - $$$,"[' Steakhouse', ' British', ' Gluten Free Options']",12:00 PM - 10:00 PM
Cote Brasserie - Wimbledon,"8 High Street Wimbledon Wimbeldon Village, London SW19 5DX England",474,"#1,576",+44 20 8947 7100,$$ - $$$,"[' French', ' European', ' Vegetarian Friendly']",9:00 AM - 10:00 PM
Meraki Grill Restaurant,"24 Hampden Square, London N14 5JR England",155,"#1,579",+44 20 8368 8822,$$ - $$$,"[' Mediterranean', ' Barbecue', ' Greek']",12:00 PM - 10:30 PM
Yak & Yeti - Finsbury Park,"143 Stroud Green Road Finsbury Park, London N4 3PZ England",290,"#2,044",+44 20 7263 2112,$$ - $$$,"[' Indian', ' Asian', ' Tibetan']",12:00 PM - 11:30 PM
Ichi-Riki,"17 Strutton Ground, London SW1P 2HY England",196,"#1,578",+44 20 7233 1701,$$ - $$$,"[' Japanese', ' Sushi', ' Asian']",12:00 PM - 3:00 PM
Masala Brick Lane,"88 Brick Lane, London E1 6RL England",420,"#1,575",+44 20 7539 9448,$$ - $$$,"[' Indian', ' Vegetarian Friendly', ' Vegan Options']",12:00 PM - 11:30 PM
Lahore Village,"364 Uxbridge Road, London W12 7LL England",40,"#1,579",+44 20 3674 6564,$,"[' Barbecue', ' Asian', ' Middle Eastern']",11:00 AM - 11:00 PM
The Ivy Asia Mayfair,"8-10 N Audley St, London W1K 6ZD England",355,"#1,526","8-10 N Audley St, London W1K 6ZD England",$$$$,[' Asian'],10:30 AM - 12:00 AM
Bonoo Indian Tapas Hampstead ,"675 Finchley Road, London NW2 2JP England","2,845",#1,+44 20 7794 8899,$$ - $$$,"[' Indian', ' Grill', ' Healthy']",5:30 PM - 10:30 PM
Havet Restaurant,"195-199 High Street, Bromley BR1 1NN England","1,784",#6,+44 20 8290 6717,$$ - $$$,"[' Mediterranean', ' European', ' Turkish']",8:00 AM - 10:30 PM
Bellillo,"255 Munster Road, London SW6 6BW England",190,"#1,584",+44 20 7381 1411,$$ - $$$,"[' Italian', ' Pizza', ' Mediterranean']",12:00 PM - 10:00 PM
Joe Allen,"2 Burleigh Street, London WC2E 7PX England","2,319","#1,580",+44 20 7836 0651,$$ - $$$,"[' American', ' British', ' Vegetarian Friendly']",12:00 PM - 8:00 PM
Wahaca Oxford Circus,"Julco House 26-28 Great Portland Street Fitzrovia,, London W1W 8QT England",579,"#1,581",+44 20 3951 9742,$$ - $$$,"[' Mexican', ' Vegetarian Friendly', ' Vegan Options']",12:00 PM - 10:00 PM
Maharaja of India,"19A Charing Cross Road, London WC2H 0ET England",387,#500,+44 20 3091 3500,$$ - $$$,"[' Indian', ' Beer restaurants', ' Vegetarian Friendly']",12:00 PM - 11:59 PM
Al Santo Restaurant,"23 Vanston Place Fulham, London SW6 1AZ England",331,"#1,585",+44 20 7385 8277,$$ - $$$,"[' Italian', ' Mediterranean', ' European']",8:00 AM - 11:00 PM
Santa Maria,"15 St. Marys Road, London W5 5RA England",821,"#1,587",+44 20 8579 1462,$,"[' Italian', ' Pizza', ' Neapolitan']",12:00 PM - 10:00 PM
The Two Brewers,"40 Monmouth Street Covent Garden, London WC2H 9EP England",276,"#1,602",+44 20 7836 7395,$$ - $$$,"[' Bar', ' British', ' Pub']",12:00 PM - 10:30 PM
Morpeth Arms,"58 Millbank, London SW1P 4RW England",475,"#1,588",+44 20 7834 6442,$$ - $$$,"[' Bar', ' British', ' Pub']",12:00 PM - 10:30 PM
"Coyote Ugly Saloon, London Piccadilly","30 Shaftesbury Avenue, London W1D 7EP England",46,#407,"30 Shaftesbury Avenue, London W1D 7EP England",$$ - $$$,[' American'],12:00 PM - 3:00 AM
La Petite Ferme,"102-104 Farringdon Road, London EC1R 3EA England",192,"#1,535",+44 20 7837 5293,$$ - $$$,"[' French', ' International', ' European']",6:00 PM - 10:00 PM
Dotori,"3 Stroud Green Road, London N4 2DQ England",353,"#1,591",+44 20 7263 3562,$$ - $$$,"[' Japanese', ' Sushi', ' Asian']",4:30 PM - 9:45 PM
Masala Zone Earls Court,"147 Earls Court Road, London SW5 9RQ England","1,388","#1,590",+44 20 7373 0220,$$ - $$$,"[' Indian', ' Healthy', ' Vegetarian Friendly']",12:30 PM - 9:30 PM
Wahaca St. Paul's,"First Floor, One New Change, London EC2V 6AG England",354,"#1,592",+44 20 3002 2626,$$ - $$$,"[' Mexican', ' Street Food', ' Vegetarian Friendly']",12:00 PM - 10:30 PM
Ramna Indian Cuisine ,"41 Putney High Street, London SW15 1SP England",0,Indian,+44 20 8785 4184,Indian,[],12:00 PM - 11:00 PM
The Regency Club,"18-21 Queensbury Station Parade, Edgware HA8 5NR England",826,#2,+44 20 8952 6300,$$ - $$$,"[' Indian', ' Bar', ' Grill']",12:00 PM - 10:00 PM
Obica Mozzarella Bar - Poland Street,"19-20 Poland St., London W1F 8QF England",459,"#1,593",+44 20 3327 7070,$$ - $$$,"[' Italian', ' Pizza', ' Campania']",12:00 PM - 10:00 PM
The Light House,"75-77 Ridgway Wimbledon, London SW19 4ST England",399,"#1,597",+44 20 8944 6338,$$ - $$$,"[' British', ' Vegetarian Friendly', ' Vegan Options']",12:00 PM - 3:00 PM
The Lordship Pub,"East Dulwich 211 Lordship Lane, London SE22 8HA England",127,#44,+44 20 8299 2068,$$ - $$$,"[' Bar', ' British', ' Pub']",12:00 PM - 10:30 PM
Shakeshuka,"134 Marylebone Road, London NW1 5PH England",193,"#1,601",+44 20 7487 4797,$$ - $$$,"[' Lebanese', ' Mediterranean', ' Middle Eastern']",8:30 AM - 12:00 AM
Babuji,"Babuji 343 Kentish Town Road, London NW5 2TJ England",72,"#1,611",+44 20 7485 5566,$$ - $$$,"[' Indian', ' Asian', ' Healthy']",12:00 PM - 10:30 PM
Iberica Victoria,"5-6 Zig Zag Building Units 5-6 Zig Zag Building, London SW1E 6SQ England",659,"#1,604",+44 20 3026 5118,$$ - $$$,"[' Mediterranean', ' European', ' Spanish']",12:00 PM - 3:30 PM
Tajmahal Indian Cuisine ,"339 Gray's Inn Road Kings cross station, London WC1X 8PX England",191,#223,+44 20 7837 6370,$$ - $$$,"[' Indian', ' Asian', ' Vegetarian Friendly']",12:00 PM - 12:00 AM
Chotto Matte,"11-13 Frith Street Soho, London W1D 4RB England","2,220","#1,605",+44 20 7042 7171,$$$$,"[' Japanese', ' Peruvian', ' Sushi']",12:00 PM - 12:00 AM
12th Knot,"20 Upper Ground South Bank, London SE1 9PD England",772,"#1,609", See all hours,$$$$,"[' Bar', ' Wine Bar']",5:00 PM - 12:00 AM
Da Franco Uk,"30 Queens Parade Friern Barnet Road, London N11 3DA England",172,"#1,610",+44 20 8368 6224,$$ - $$$,"[' Italian', ' Vegetarian Friendly', ' Vegan Options']",12:00 PM - 2:15 PM
Strand Tandoori,"45 Bedford Street Covent Garden, London WC2E 9HA England",559,"#1,613",+44 20 7240 1333,$$ - $$$,"[' Indian', ' Asian', ' Balti']",12:00 PM - 3:00 PM
INKO NITO - Soho,"55 Broadwick Street, London W1F 9QS England",248,"#1,615",+44 20 3959 2650,$$ - $$$,"[' Japanese', ' Asian', ' Healthy']",11:30 AM - 8:00 PM
